teste,
0.043,0.953,-0.164,-2.284,-0.56,25.62,0,0,0
0.105,0.973,-0.121,-10.281,-1.908,28.298,0,0,0
0.078,0.965,-0.086,-9.625,-5.434,31.369,0,0,0
0.039,0.961,-0.086,-9.844,-6.825,33.521,0,0,0
-0.016,0.949,-0.094,-11.174,-10.019,34.073,0,0,0
-0.066,0.941,-0.105,-11.445,-9.38,32.533,0,0,0
-0.07,0.945,-0.129,-13.939,-0.551,26.066,0,0,0
-0.051,0.938,-0.129,-17.745,7.569,21.385,0,0,0
0.0,0.98,-0.137,-15.706,5.906,22.628,0,0,0
0.051,0.996,-0.102,-14.674,-2.328,29.374,0,0,0
0.238,1.078,-0.008,-15.418,8.059,22.409,0,0,0
0.207,1.047,-0.078,-15.943,-5.145,27.449,0,0,0
0.141,0.992,-0.102,-14.28,-15.619,30.301,0,0,0
0.105,0.965,-0.09,-10.815,-17.771,27.781,0,0,0
0.07,0.914,-0.023,-6.195,-6.825,23.258,0,0,0
0.09,0.891,0.016,-3.019,5.084,16.074,0,0,0
0.102,0.902,0.102,-0.35,4.629,16.616,0,0,0
0.113,0.969,0.18,-1.488,-14.788,22.811,0,0,0
0.109,1.016,0.148,-5.329,-15.54,24.474,0,0,0
0.117,1.039,0.137,-10.185,-5.661,23.975,0,0,0
0.109,1.035,0.094,-15.321,7.866,21.858,0,0,0
0.117,1.004,0.047,-20.606,19.714,16.284,0,0,0
0.121,0.992,0.012,-22.365,21.236,15.146,0,0,0
0.125,0.98,-0.02,-22.689,14.569,15.61,0,0,0
0.137,0.98,-0.062,-20.283,0.193,18.218,0,0,0
0.152,0.973,-0.09,-15.855,-10.395,21.035,0,0,0
0.125,0.949,-0.062,-6.204,-9.1,22.61,0,0,0
0.094,0.957,0.0,-1.715,-4.366,21.98,0,0,0
0.082,0.984,0.023,-0.709,2.319,22.269,0,0,0
0.082,0.992,0.012,-0.613,6.851,22.768,0,0,0
0.082,1.012,0.02,-0.726,11.078,25.445,0,0,0
0.07,1.008,0.023,2.109,15.671,28.175,0,0,0
0.07,1.008,0.016,1.094,21.35,26.101,0,0,0
0.078,1.0,0.027,0.105,25.121,24.605,0,0,0
0.078,1.004,0.016,-2.573,24.281,23.888,0,0,0
0.086,0.996,-0.004,-5.443,17.027,22.96,0,0,0
0.094,0.992,-0.02,-5.303,7.394,23.538,0,0,0
0.109,0.977,-0.004,-2.879,-0.131,23.196,0,0,0
0.105,0.98,0.008,0.079,1.033,21.63,0,0,0
0.094,1.0,0.012,-2.153,6.991,19.495,0,0,0
0.09,1.016,-0.004,-0.753,15.068,17.019,0,0,0
0.098,1.008,-0.012,-0.639,15.409,14.718,0,0,0
0.141,0.977,-0.016,9.03,21.901,20.895,0,0,0
0.098,1.0,-0.004,-1.488,19.399,12.198,0,0,0
0.086,0.996,0.008,0.753,11.13,14.595,0,0,0
0.082,0.988,0.008,0.805,6.869,15.558,0,0,0
0.09,0.996,0.008,1.19,9.468,15.155,0,0,0
0.141,1.008,0.008,2.879,23.975,14.613,0,0,0
0.176,1.0,-0.004,4.139,33.495,13.79,0,0,0
0.211,0.996,0.012,4.506,35.604,14.385,0,0,0
0.23,0.996,0.02,3.553,32.471,18.051,0,0,0
0.238,1.0,0.02,8.566,30.275,24.99,0,0,0
0.211,1.004,0.043,13.484,35.928,26.679,0,0,0
0.242,1.012,0.004,4.454,34.011,26.618,0,0,0
0.23,1.023,0.016,1.82,27.79,26.548,0,0,0
0.246,0.992,0.031,6.151,17.036,31.763,0,0,0
0.145,1.004,-0.004,7.149,17.115,24.08,0,0,0
0.117,1.016,0.0,9.704,7.21,20.606,0,0,0
0.113,1.016,0.004,11.926,2.756,17.203,0,0,0
0.129,1.016,0.012,13.029,-1.243,15.531,0,0,0
